declaracao_codigo,declaracao_descricao,declaracao_data_inicial,declaracao_data_final,declaracao_data_validade,declaracao_data_envio,declaracao_item_codigo,declaracao_item_residuo,declaracao_item_residuo_classe,declaracao_tipo_tecnogologia_destinacao,declaracao_item_quantidade,declaracao_item_quantidade_unidade,declaracao_pessoa_cnpj,declaracao_pessoa_nome,declaracao_pessoa_tipo,declaracao_municipio,declaracao_estado,declaracao_item_pessoa_cnpj,declaracao_item_pessoa_nome,declaracao_item_pessoa_tipo,declaracao_item_municipio,declaracao_item_estado,ano
171185,DMR Mensal RSU,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,,2022-10-06 18:11:56.428 -0300,2600083.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,0.0,Ton,82602327000360,UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MEDICO,Gerador,Joinville,SC,3720956000156.0,CATARINENSE ENGENHARIA AMBIENTAL S.A.,Gerador/Destinador,Joinville,SC,2022
171186,DMR Mensal RSU,2022-08-01 00:00:00.000,2022-08-31 00:00:00.000,,2022-10-06 18:13:59.035 -0300,2600084.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,0.0,Ton,82602327000360,UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MEDICO,Gerador,Joinville,SC,3720956000156.0,CATARINENSE ENGENHARIA AMBIENTAL S.A.,Gerador/Destinador,Joinville,SC,2022
172350,DMR Mensal RSU,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,2025-11-16 00:00:00.000,2022-10-31 11:07:07.851 -0300,2606130.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,0.0,Ton,1608905000101,PREFEITURA MUNICIPAL DE ERMO,Gerador,Ermo,SC,,,,,,2022
173562,DMR Mensal RSU,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,2025-11-16 00:00:00.000,2022-11-29 08:10:17.116 -0300,2610030.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,0.0,Ton,1608905000101,PREFEITURA MUNICIPAL DE ERMO,Gerador,Ermo,SC,,,,,,2022
158151,DMR Mensal RSU,2022-04-01 00:00:00.000,2022-04-30 00:00:00.000,2025-11-16 00:00:00.000,2022-05-30 08:16:08.254 -0300,1957138.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,0.0,Ton,1608905000101,PREFEITURA MUNICIPAL DE ERMO,Gerador,Ermo,SC,,,,,,2022
165577,DMR Mensal RSU,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,2025-11-16 00:00:00.000,2022-08-11 12:10:45.521 -0300,2311101.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,0.0,Ton,1608905000101,PREFEITURA MUNICIPAL DE ERMO,Gerador,Ermo,SC,,,,,,2022
160246,DMR Mensal RSU,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,2025-11-16 00:00:00.000,2022-07-07 10:39:59.007 -0300,1967607.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,0.0,Ton,1608905000101,PREFEITURA MUNICIPAL DE ERMO,Gerador,Ermo,SC,,,,,,2022
160563,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,,2022-07-19 17:40:58.123 -0300,1981461.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,0.0,Ton,82602327000360,UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MEDICO,Gerador,Joinville,SC,3720956000156.0,CATARINENSE ENGENHARIA AMBIENTAL S.A.,Gerador/Destinador,Joinville,SC,2022
166593,DMR Mensal RSU,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,,2022-08-18 15:10:33.751 -0300,2523905.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,0.0,Ton,27855148000164,Estância Gradiva - Centro de Reabilitação Psicossocial,Gerador,Penha,SC,95886735000170.0,Recicle Catarinense de Resíduos Ltda.,Destinador/Transportador/Gerador,Brusque,SC,2022
169542,DMR Mensal RSU,2022-08-01 00:00:00.000,2022-08-31 00:00:00.000,2025-11-16 00:00:00.000,2022-09-20 07:44:38.448 -0300,2562275.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,0.0,Ton,1608905000101,PREFEITURA MUNICIPAL DE ERMO,Gerador,Ermo,SC,,,,,,2022
160071,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-07-07 08:30:09.932 -0300,,-,,,,,80410343000406,FERTICEL INDÚSTRIA DE FERTILIZANTES LTDA,Gerador/Transportador/Destinador,Concórdia,SC,,,,,,2022
171184,DMR Mensal RSU,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,,2022-10-06 18:08:24.021 -0300,,-,,,,,82602327000360,UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MEDICO,Gerador,Joinville,SC,,,,,,2022
169041,DMR Mensal RSU,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,,2022-09-15 11:38:38.335 -0300,,-,,,,,2012862007415,TAM LINHAS AEREAS S/A,Gerador,Foz do Iguaçu,PR,,,,,,2022
170532,DMR Mensal RSU,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,,2022-09-29 10:00:56.377 -0300,,-,,,,,76719525000658,Laboratório Calbos LTDA,Gerador,Mafra,SC,,,,,,2022
162374,DMR Mensal RSU,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,,2022-07-22 10:33:53.068 -0300,,-,,,,,8155317000109,M.R. PERGHER EIRELI,Gerador,Tangará,SC,,,,,,2022
157068,DMR Mensal RSU,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,2023-02-06 00:00:00.000,2022-05-05 09:53:20.787 -0300,,-,,,,,11252642000870,Trombini Embalagens S.A,Gerador/Destinador,Fraiburgo,SC,,,,,,2022
173354,DMR Mensal RSU,2022-08-01 00:00:00.000,2022-08-31 00:00:00.000,2023-08-01 00:00:00.000,2022-12-21 13:29:54.401 -0300,,-,,,,,82901000001441,Intelbras S/A - Indústria Telecomunicações Eletrônica Brasileira,Gerador,São José,SC,,,,,,2022
157156,DMR Mensal RSU,2022-04-01 00:00:00.000,2022-04-30 00:00:00.000,,2022-05-06 14:28:52.512 -0300,,-,,,,,5676417000192,BARONE AMBIENTAL LTDA,Gerador,Ribeirão Preto,SP,,,,,,2022
172545,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,,2022-11-07 10:16:56.959 -0300,,-,,,,,95877973000110,GRANAÇO FUNDIÇÃO LTDA,Gerador/Destinador,Joinville,SC,,,,,,2022
174223,DMR Mensal RSU,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,,2022-12-19 16:41:40.187 -0300,,-,,,,,32673693000170,PIlar Produtos Agroecológicos Ltda,Destinador/Transportador,Lages,SC,,,,,,2022
160063,DMR Mensal RSU,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,,2022-07-07 08:28:16.021 -0300,,-,,,,,80410343000406,FERTICEL INDÚSTRIA DE FERTILIZANTES LTDA,Gerador/Transportador/Destinador,Concórdia,SC,,,,,,2022
156895,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,2024-04-16 00:00:00.000,2022-04-30 16:24:44.927 -0300,,-,,,,,93174514000144,RECICLATUDO COLETA SELETIVA LTDA,Destinador,Cachoeirinha,RS,,,,,,2022
159224,DMR Mensal RSU,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,,2022-07-01 15:29:23.875 -0300,,-,,,,,17266937000106,BIEGA PAPEIS E TRANSPORTES LTDA ME,Destinador/Transportador/Gerador,Concórdia,SC,,,,,,2022
170508,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,,2022-09-29 09:47:02.659 -0300,,-,,,,,8909439000143,Laboratório Biox do Brasil - LTDA,Gerador,Mafra,SC,,,,,,2022
161703,DMR Mensal RSU,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,2021-10-17 01:00:00.000,2022-07-18 14:05:09.551 -0300,,-,,,,,83056804000130,Primo Tedesco S.A.,Gerador/Destinador,Caçador,SC,,,,,,2022
169040,DMR Mensal RSU,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,,2022-09-15 11:37:34.382 -0300,,-,,,,,2012862007415,TAM LINHAS AEREAS S/A,Gerador,Foz do Iguaçu,PR,,,,,,2022
144739,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,2025-01-23 00:00:00.000,2022-01-17 15:50:36.710 -0300,,-,,,,,7564353000163,RB RECAPAGENS BLUMENAU LTDA,Gerador,Blumenau,SC,,,,,,2022
160108,DMR Mensal RSU,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,,2022-07-07 08:59:34.556 -0300,,-,,,,,2593406000150,Metal ADM Ltda,Gerador,Concórdia,SC,,,,,,2022
161081,DMR Mensal RSU,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,,2022-07-13 15:22:27.186 -0300,,-,,,,,43538218000107,MOREIRA LIMA COMERCIO DE SUCATAS E METAIS LTDA,Gerador/Transportador,Cambuí,MG,,,,,,2022
162686,DMR Mensal RSU,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,2022-11-08 00:00:00.000,2022-07-25 17:22:02.091 -0300,,-,,,,,86530318000795,CERÂMICA URUSSANGA S/A,Gerador/Destinador,Urussanga,SC,,,,,,2022
173355,DMR Mensal RSU,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,2023-09-01 00:00:00.000,2022-12-21 10:39:21.090 -0300,,-,,,,,82901000001441,Intelbras S/A - Indústria Telecomunicações Eletrônica Brasileira,Gerador,São José,SC,,,,,,2022
151163,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-03-08 15:44:02.020 -0300,,-,,,,,84683481013236,Cia Latino americana de Medicamentos,Gerador,Balneário Camboriú,SC,,,,,,2022
151169,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,,2022-03-08 16:00:20.832 -0300,,-,,,,,84683481051243,cia latino americana de medicamentos,Gerador,Navegantes,SC,,,,,,2022
161709,DMR Mensal RSU,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,2021-10-17 01:00:00.000,2022-07-18 14:07:38.368 -0300,,-,,,,,83056804000130,Primo Tedesco S.A.,Gerador/Destinador,Caçador,SC,,,,,,2022
160061,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,,2022-07-07 08:27:12.322 -0300,,-,,,,,80410343000406,FERTICEL INDÚSTRIA DE FERTILIZANTES LTDA,Gerador/Transportador/Destinador,Concórdia,SC,,,,,,2022
173400,DMR Mensal RSU,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,2023-09-20 00:00:00.000,2022-11-23 09:41:24.641 -0300,,-,,,,,85276889000197,Adantex Ind e Comercio de Estopas Ltda ,Destinador/Transportador/Gerador,Itajaí,SC,,,,,,2022
159605,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,,2022-07-05 08:48:48.622 -0300,,-,,,,,31467156000100,Elleva Serviços Médicos Ltda,Gerador,Criciúma,SC,,,,,,2022
164027,DMR Mensal RSU,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,2024-09-29 00:00:00.000,2022-08-02 09:53:31.822 -0300,,-,,,,,86530318000442,DEXCO REVESTIMENTOS CERAMICOS S/A,Gerador/Destinador,Urussanga,SC,,,,,,2022
158582,DMR Mensal RSU,2022-04-01 00:00:00.000,2022-04-30 00:00:00.000,2022-11-08 00:00:00.000,2022-06-15 10:39:01.827 -0300,,-,,,,,86530318000795,CERÂMICA URUSSANGA S/A,Gerador/Destinador,Urussanga,SC,,,,,,2022
169995,DMR Mensal RSU,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,2024-06-25 00:00:00.000,2022-09-23 08:22:00.371 -0300,,-,,,,,6935509000102,Futura Fundição Ltda.,Gerador/Transportador/Destinador,Araquari,SC,,,,,,2022
156468,DMR Mensal RSU,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,2022-11-08 00:00:00.000,2022-04-20 16:54:25.504 -0300,,-,,,,,86530318000795,CERÂMICA URUSSANGA S/A,Gerador/Destinador,Urussanga,SC,,,,,,2022
169460,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,2024-06-27 00:00:00.000,2022-09-19 15:38:29.213 -0300,,-,,,,,5106945000106,Dentscare Ltda,Gerador,Joinville,SC,,,,,,2022
169035,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,,2022-09-15 11:35:38.994 -0300,,-,,,,,2012862007415,TAM LINHAS AEREAS S/A,Gerador,Foz do Iguaçu,PR,,,,,,2022
156886,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2025-11-16 00:00:00.000,2022-04-30 16:18:05.051 -0300,,-,,,,,7541596000186,RECICLA ENGENHARIA E GESTÃO AMBIENTAL LTDA,Gerador/Transportador/Destinador,Cachoeirinha,RS,,,,,,2022
172447,DMR Mensal RSU,2022-08-01 00:00:00.000,2022-08-31 00:00:00.000,,2022-11-03 16:32:30.092 -0300,,-,,,,,23653710000116,SUCATA AMARAL LTDA,Gerador/Transportador,Careaçu,MG,,,,,,2022
160145,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-07-07 09:23:05.348 -0300,,-,,,,,24643332000152,RESTEK SERVICOS DE LIMPEZA LTDA,Gerador/Transportador/Destinador,Concórdia,SC,,,,,,2022
157945,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-05-18 10:20:29.281 -0300,,-,,,,,11170829000159,TURATTI ESTRUTURAS METÁLICAS LTDA,Gerador,Caçador,SC,,,,,,2022
172451,DMR Mensal RSU,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,,2022-11-03 16:38:15.210 -0300,,-,,,,,34934248000141,SAMPAIO E OLIVEIRA METAIS LTDA,Gerador/Transportador,Passa Quatro,MG,,,,,,2022
160140,DMR Mensal RSU,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,,2022-07-07 09:20:36.062 -0300,,-,,,,,24643332000152,RESTEK SERVICOS DE LIMPEZA LTDA,Gerador/Transportador/Destinador,Concórdia,SC,,,,,,2022
173726,DMR Mensal RSU,2022-11-01 00:00:00.000,2022-11-30 00:00:00.000,2026-09-06 00:00:00.000,2022-12-02 12:02:36.976 -0300,,-,,,,,86530318000876,CERÂMICA URUSSANGA S.A,Gerador/Destinador,Criciúma,SC,,,,,,2022
170529,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-09-29 09:59:56.926 -0300,,-,,,,,76719525000658,Laboratório Calbos LTDA,Gerador,Mafra,SC,,,,,,2022
173334,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,2024-02-05 00:00:00.000,2022-12-26 14:04:36.528 -0300,,-,,,,,82901000000127,Intelbras S/A - Indústria Telecomunicações Eletrônica Brasileira,Gerador,São José,SC,,,,,,2022
172383,DMR Mensal RSU,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,,2022-11-01 09:25:13.311 -0300,,-,,,,,61881058000186,BORGWARNER BRASIL LTDA,Destinador,Itatiba,SP,,,,,,2022
159543,DMR Mensal RSU,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,,2022-07-04 19:41:39.407 -0300,,-,,,,,13195965000129,GREINER COMERCIO DE SUCATAS LTDA ME,Gerador/Transportador,Xanxerê,SC,,,,,,2022
159219,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-07-01 15:27:03.492 -0300,,-,,,,,17266937000106,BIEGA PAPEIS E TRANSPORTES LTDA ME,Destinador/Transportador/Gerador,Concórdia,SC,,,,,,2022
170514,DMR Mensal RSU,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,,2022-09-29 09:50:20.407 -0300,,-,,,,,8909439000143,Laboratório Biox do Brasil - LTDA,Gerador,Mafra,SC,,,,,,2022
160273,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-07-07 10:55:57.073 -0300,,-,,,,,4842295000102,EVALDIRIO REINHMERS,Destinador/Transportador/Gerador,Concórdia,SC,,,,,,2022
160067,DMR Mensal RSU,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,,2022-07-07 08:29:12.459 -0300,,-,,,,,80410343000406,FERTICEL INDÚSTRIA DE FERTILIZANTES LTDA,Gerador/Transportador/Destinador,Concórdia,SC,,,,,,2022
169039,DMR Mensal RSU,2022-04-01 00:00:00.000,2022-04-30 00:00:00.000,,2022-09-15 11:37:29.131 -0300,,-,,,,,2012862007415,TAM LINHAS AEREAS S/A,Gerador,Foz do Iguaçu,PR,,,,,,2022
160147,DMR Mensal RSU,2022-04-01 00:00:00.000,2022-04-30 00:00:00.000,,2022-07-07 09:24:27.643 -0300,,-,,,,,24643332000152,RESTEK SERVICOS DE LIMPEZA LTDA,Gerador/Transportador/Destinador,Concórdia,SC,,,,,,2022
160783,DMR Mensal RSU,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,,2022-07-11 16:15:53.397 -0300,,-,,,,,70112925000100,Fiação Patamuté LTDA,Gerador/Transportador,Água Branca,PB,,,,,,2022
145101,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,,2022-01-18 17:35:25.873 -0300,,-,,,,,45106549000101,MIRAFER PRODUTOS SIDERURGICOS LTDA,Gerador/Transportador,Piracicaba,SP,,,,,,2022
169037,DMR Mensal RSU,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,,2022-09-15 11:37:06.494 -0300,,-,,,,,2012862007415,TAM LINHAS AEREAS S/A,Gerador,Foz do Iguaçu,PR,,,,,,2022
161342,DMR Mensal RSU,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,,2022-07-14 17:05:50.940 -0300,,-,,,,,34934248000141,SAMPAIO E OLIVEIRA METAIS LTDA,Gerador/Transportador,Passa Quatro,MG,,,,,,2022
169989,DMR Mensal RSU,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,2024-06-25 00:00:00.000,2022-09-23 08:19:08.811 -0300,,-,,,,,6935509000102,Futura Fundição Ltda.,Gerador/Transportador/Destinador,Araquari,SC,,,,,,2022
173959,DMR Mensal RSU,2022-11-01 00:00:00.000,2022-11-30 00:00:00.000,,2022-12-12 08:27:22.094 -0300,,-,,,,,61881058000186,BORGWARNER BRASIL LTDA,Destinador,Itatiba,SP,,,,,,2022
171023,DMR Mensal RSU,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,,2022-10-04 10:46:58.072 -0300,,-,,,,,61881058000186,BORGWARNER BRASIL LTDA,Destinador,Itatiba,SP,,,,,,2022
162804,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,2024-09-29 00:00:00.000,2022-07-26 13:15:29.763 -0300,,-,,,,,86530318000442,DEXCO REVESTIMENTOS CERAMICOS S/A,Gerador/Destinador,Urussanga,SC,,,,,,2022
159205,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-07-01 15:16:35.509 -0300,,-,,,,,17266937000106,BIEGA PAPEIS E TRANSPORTES LTDA ME,Destinador/Transportador/Gerador,Concórdia,SC,,,,,,2022
160141,DMR Mensal RSU,2022-04-01 00:00:00.000,2022-04-30 00:00:00.000,,2022-07-07 09:21:11.328 -0300,,-,,,,,24643332000152,RESTEK SERVICOS DE LIMPEZA LTDA,Gerador/Transportador/Destinador,Concórdia,SC,,,,,,2022
156579,DMR Mensal RSU,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,,2022-04-22 09:28:01.636 -0300,,-,,,,,22993259000113,COMERCIO DE RECICLAVEIS 1000 LTDA,Gerador/Transportador,Araquari,SC,,,,,,2022
172520,DMR Mensal RSU,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,2026-09-06 00:00:00.000,2022-11-04 17:20:47.533 -0300,,-,,,,,86530318000876,CERÂMICA URUSSANGA S.A,Gerador/Destinador,Criciúma,SC,,,,,,2022
147261,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2024-09-29 00:00:00.000,2022-02-01 08:51:22.262 -0300,,-,,,,,86530318000442,DEXCO REVESTIMENTOS CERAMICOS S/A,Gerador,Urussanga,SC,,,,,,2022
172439,DMR Mensal RSU,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,,2022-11-03 16:10:23.965 -0300,,-,,,,,5676417000192,BARONE AMBIENTAL LTDA,Gerador,Ribeirão Preto,SP,,,,,,2022
160798,DMR Mensal RSU,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,,2022-07-11 17:42:26.296 -0300,,-,,,,,23653710000116,SUCATA AMARAL LTDA,Gerador/Transportador,Careaçu,MG,,,,,,2022
147612,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,2023-09-20 00:00:00.000,2022-02-04 10:25:04.616 -0300,,-,,,,,85276889000197,Adantex Ind e Comercio de Estopas Ltda ,Destinador/Transportador/Gerador,Itajaí,SC,,,,,,2022
159207,DMR Mensal RSU,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,,2022-07-01 15:19:11.352 -0300,,-,,,,,17266937000106,BIEGA PAPEIS E TRANSPORTES LTDA ME,Destinador/Transportador/Gerador,Concórdia,SC,,,,,,2022
160072,DMR Mensal RSU,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,,2022-07-07 08:30:31.149 -0300,,-,,,,,80410343000406,FERTICEL INDÚSTRIA DE FERTILIZANTES LTDA,Gerador/Transportador/Destinador,Concórdia,SC,,,,,,2022
160473,DMR Mensal RSU,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,,2022-07-08 10:38:42.898 -0300,,-,,,,,20431960000113,AGROINDUSTRIAL GUESSERS LTDA,Destinador/Transportador/Gerador,Erval Velho,SC,,,,,,2022
160138,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-07-07 09:19:57.518 -0300,,-,,,,,24643332000152,RESTEK SERVICOS DE LIMPEZA LTDA,Gerador/Transportador/Destinador,Concórdia,SC,,,,,,2022
166520,DMR Mensal RSU,2022-07-01 00:00:00.000,2022-07-31 00:00:00.000,2022-04-27 00:00:00.000,2022-08-18 09:46:48.154 -0300,,-,,,,,83053736000236,CIA BOM SUCESSO DE ELETRICIDADE,Gerador,Irineópolis,SC,,,,,,2022
169461,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2024-06-27 00:00:00.000,2022-09-19 15:42:56.568 -0300,,-,,,,,5106945000106,Dentscare Ltda,Gerador,Joinville,SC,,,,,,2022
159202,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,,2022-07-01 15:15:42.739 -0300,,-,,,,,17266937000106,BIEGA PAPEIS E TRANSPORTES LTDA ME,Destinador/Transportador/Gerador,Concórdia,SC,,,,,,2022
160280,DMR Mensal RSU,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,,2022-07-07 11:00:18.311 -0300,,-,,,,,4842295000102,EVALDIRIO REINHMERS,Destinador/Transportador/Gerador,Concórdia,SC,,,,,,2022
172542,DMR Mensal RSU,2022-08-01 00:00:00.000,2022-08-31 00:00:00.000,,2022-11-07 10:15:21.608 -0300,,-,,,,,95877973000110,GRANAÇO FUNDIÇÃO LTDA,Gerador/Destinador,Joinville,SC,,,,,,2022
171044,DMR Mensal RSU,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,2024-09-29 00:00:00.000,2022-10-04 16:40:53.393 -0300,,-,,,,,86530318000442,DEXCO REVESTIMENTOS CERAMICOS S/A,Gerador/Destinador,Urussanga,SC,,,,,,2022
158527,DMR Mensal RSU,2022-04-01 00:00:00.000,2022-04-30 00:00:00.000,2022-06-25 00:00:00.000,2022-06-13 17:08:31.402 -0300,,-,,,,,86530318000876,CERÂMICA URUSSANGA S.A,Gerador/Destinador,Criciúma,SC,,,,,,2022
171987,DMR Mensal RSU,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,,2022-10-26 13:32:27.995 -0300,,-,,,,,7541596000186,RECICLA ENGENHARIA E GESTÃO AMBIENTAL LTDA,Gerador/Transportador/Destinador,Cachoeirinha,RS,,,,,,2022
172521,DMR Mensal RSU,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,2026-09-06 00:00:00.000,2022-11-04 17:23:23.724 -0300,,-,,,,,86530318000876,CERÂMICA URUSSANGA S.A,Gerador/Destinador,Criciúma,SC,,,,,,2022
171994,DMR Mensal RSU,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,,2022-10-26 13:42:54.613 -0300,,-,,,,,7541596000186,RECICLA ENGENHARIA E GESTÃO AMBIENTAL LTDA,Gerador/Transportador/Destinador,Cachoeirinha,RS,,,,,,2022
174197,DMR Mensal RSU,2022-10-01 00:00:00.000,2022-10-31 00:00:00.000,2023-01-19 00:00:00.000,2022-12-19 10:28:18.035 -0300,,-,,,,,82901000000127,Intelbras S/A - Indústria Telecomunicações Eletrônica Brasileira,Gerador,São José,SC,,,,,,2022
168035,DMR Mensal RSU,2022-08-01 00:00:00.000,2022-08-31 00:00:00.000,2023-09-20 00:00:00.000,2022-09-01 15:51:05.402 -0300,,-,,,,,85276889000197,Adantex Ind e Comercio de Estopas Ltda ,Destinador/Transportador/Gerador,Itajaí,SC,,,,,,2022
160577,DMR Mensal RSU,2022-05-01 00:00:00.000,2022-05-31 00:00:00.000,,2022-07-09 17:23:07.686 -0300,,-,,,,,82602327000793,Unimed Joinville Cooperativa de Trabalho Médico,Gerador,Joinville,SC,,,,,,2022
150522,DMR Mensal RSU,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,2022-03-01 00:00:00.000,2022-03-01 14:31:48.106 -0300,,-,,,,,83102806000118,MUNICÍPIO DE RIO DOS CEDROS,Gerador,Rio dos Cedros,SC,,,,,,2022
157034,DMR Mensal RSU,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,2022-11-08 00:00:00.000,2022-05-04 16:54:58.815 -0300,,-,,,,,86530318000795,CERÂMICA URUSSANGA S/A,Gerador/Destinador,Urussanga,SC,,,,,,2022
160099,DMR Mensal RSU,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,,2022-07-07 08:55:48.405 -0300,,-,,,,,2593406000150,Metal ADM Ltda,Gerador,Concórdia,SC,,,,,,2022
170967,DMR Mensal RSU,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,,2022-10-03 09:51:14.086 -0300,,-,,,,,83779462000186,Serviço Autônomo Municipal de Água e Esgoto - SAMAE,Destinador,Blumenau,SC,,,,,,2022
162420,DMR Mensal RSU,2022-03-01 00:00:00.000,2022-03-31 00:00:00.000,,2022-07-22 15:13:23.733 -0300,,-,,,,,45106549000101,MIRAFER PRODUTOS SIDERURGICOS LTDA,Gerador/Transportador,Piracicaba,SP,,,,,,2022
