declaracao_codigo,declaracao_descricao,declaracao_data_inicial,declaracao_data_final,declaracao_data_validade,declaracao_data_envio,declaracao_item_codigo,declaracao_item_residuo,declaracao_item_residuo_classe,declaracao_tipo_tecnogologia_destinacao,declaracao_item_quantidade,declaracao_item_quantidade_unidade,declaracao_pessoa_cnpj,declaracao_pessoa_nome,declaracao_pessoa_tipo,declaracao_municipio,declaracao_estado,declaracao_item_pessoa_cnpj,declaracao_item_pessoa_nome,declaracao_item_pessoa_tipo,declaracao_item_municipio,declaracao_item_estado,ano
151839,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2022-05-24 00:00:00.000,2022-03-16 14:35:43.367 -0300,1850079.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Aterro,15.38,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Xaxim,SC,,,,,,2022
151839,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2022-05-24 00:00:00.000,2022-03-16 14:35:43.367 -0300,1850078.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Aterro,28.05,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Xaxim,SC,,,,,,2022
151839,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2022-05-24 00:00:00.000,2022-03-16 14:35:43.367 -0300,1850077.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Aterro,114.01,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Xaxim,SC,,,,,,2022
151839,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2022-05-24 00:00:00.000,2022-03-16 14:35:43.367 -0300,1850076.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Aterro,155.21,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Xaxim,SC,,,,,,2022
151839,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2022-05-24 00:00:00.000,2022-03-16 14:35:43.367 -0300,1850075.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Aterro,16.79,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Xaxim,SC,,,,,,2022
151839,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2022-05-24 00:00:00.000,2022-03-16 14:35:43.367 -0300,1850074.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Aterro,425.27,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Xaxim,SC,,,,,,2022
151839,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2022-05-24 00:00:00.000,2022-03-16 14:35:43.367 -0300,1850073.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Reciclagem,4.3,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Xaxim,SC,,,,,,2022
151839,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2022-05-24 00:00:00.000,2022-03-16 14:35:43.367 -0300,1850072.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Reciclagem,7.91,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Xaxim,SC,,,,,,2022
151839,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2022-05-24 00:00:00.000,2022-03-16 14:35:43.367 -0300,1850071.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Reciclagem,32.16,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Xaxim,SC,,,,,,2022
151839,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2022-05-24 00:00:00.000,2022-03-16 14:35:43.367 -0300,1850070.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Reciclagem,43.78,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Xaxim,SC,,,,,,2022
151839,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2022-05-24 00:00:00.000,2022-03-16 14:35:43.367 -0300,1850069.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Reciclagem,4.73,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Xaxim,SC,,,,,,2022
151839,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2022-05-24 00:00:00.000,2022-03-16 14:35:43.367 -0300,1850068.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Reciclagem,119.95,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Xaxim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851279.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Aterro,47.31,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851278.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Aterro,11.19,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851277.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Aterro,37.48,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851276.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Aterro,31.12,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851275.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Aterro,128.75,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851274.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,1583.03,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851273.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Aterro,24.96,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851272.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Aterro,116.83,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851271.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Aterro,50.0,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851270.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Aterro,32.54,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851269.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Aterro,82.25,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851268.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Reciclagem,24.05,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851267.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Reciclagem,9.18,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851266.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Reciclagem,14.1,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851265.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Reciclagem,32.95,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851264.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Reciclagem,7.04,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851263.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Reciclagem,446.5,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851262.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Reciclagem,36.32,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851261.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Reciclagem,8.78,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851260.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Reciclagem,10.57,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851259.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Reciclagem,3.15,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
151840,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,2021-10-19 00:00:00.000,2022-03-16 15:04:58.121 -0300,1851258.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Reciclagem,13.35,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
171067,DMR Mensal RSU,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,,2022-10-05 08:29:27.816 -0300,2599565.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,8484.94,Ton,83102277000152,PREFEITURA MUNICIPAL DE ITAJAI,Gerador,Itajaí,SC,,,,,,2022
148449,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,,2022-03-18 09:53:08.904 -0300,1859959.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,56.34,Ton,31049979000116,Planalto Resíduos LTDA,Destinador/Transportador/Gerador,Otacílio Costa,SC,,,,,,2022
148449,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,,2022-03-18 09:53:08.904 -0300,1859958.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,52.15,Ton,31049979000116,Planalto Resíduos LTDA,Destinador/Transportador/Gerador,Otacílio Costa,SC,,,,,,2022
148449,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,,2022-03-18 09:53:08.904 -0300,1859957.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,37.68,Ton,31049979000116,Planalto Resíduos LTDA,Destinador/Transportador/Gerador,Otacílio Costa,SC,,,,,,2022
148449,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,,2022-03-18 09:53:08.904 -0300,1859956.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,20.95,Ton,31049979000116,Planalto Resíduos LTDA,Destinador/Transportador/Gerador,Otacílio Costa,SC,,,,,,2022
148449,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,,2022-03-18 09:53:08.904 -0300,1859955.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,98.53,Ton,31049979000116,Planalto Resíduos LTDA,Destinador/Transportador/Gerador,Otacílio Costa,SC,,,,,,2022
148449,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,,2022-03-18 09:53:08.904 -0300,1859954.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,5.56,Ton,31049979000116,Planalto Resíduos LTDA,Destinador/Transportador/Gerador,Otacílio Costa,SC,,,,,,2022
148449,DMR Mensal RSU,2022-01-01 00:00:00.000,2022-01-31 00:00:00.000,,2022-03-18 09:53:08.904 -0300,1859953.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,23.02,Ton,31049979000116,Planalto Resíduos LTDA,Destinador/Transportador/Gerador,Otacílio Costa,SC,,,,,,2022
151484,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-03-11 12:03:06.191 -0300,1798141.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,52.38,Ton,31049979000116,Planalto Resíduos LTDA,Destinador/Transportador/Gerador,Otacílio Costa,SC,,,,,,2022
151484,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-03-11 12:03:06.191 -0300,1798140.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,55.77,Ton,31049979000116,Planalto Resíduos LTDA,Destinador/Transportador/Gerador,Otacílio Costa,SC,,,,,,2022
151484,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-03-11 12:03:06.191 -0300,1798139.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,32.29,Ton,31049979000116,Planalto Resíduos LTDA,Destinador/Transportador/Gerador,Otacílio Costa,SC,,,,,,2022
151484,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-03-11 12:03:06.191 -0300,1798138.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,103.52,Ton,31049979000116,Planalto Resíduos LTDA,Destinador/Transportador/Gerador,Otacílio Costa,SC,,,,,,2022
150827,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-03-29 08:54:13.552 -0300,1902914.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,222.24,Ton,5666925000190,SELUMA - Serviço de Limpeza Urbana de Mafra,Destinador/Gerador,Mafra,SC,,,,,,2022
150827,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-03-29 08:54:13.552 -0300,1902913.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,174.7,Ton,5666925000190,SELUMA - Serviço de Limpeza Urbana de Mafra,Destinador/Gerador,Mafra,SC,,,,,,2022
150827,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-03-29 08:54:13.552 -0300,1902912.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,26.04,Ton,5666925000190,SELUMA - Serviço de Limpeza Urbana de Mafra,Destinador/Gerador,Mafra,SC,,,,,,2022
150827,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-03-29 08:54:13.552 -0300,1902911.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,616.75,Ton,5666925000190,SELUMA - Serviço de Limpeza Urbana de Mafra,Destinador/Gerador,Mafra,SC,,,,,,2022
153791,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-03-28 11:50:32.062 -0300,1901876.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,966.47,Ton,50668722001916,Proactiva Meio Ambiente Brasil LTDA,Destinador/Transportador/Gerador,Biguaçu,SC,,,,,,2022
153791,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-03-28 11:50:32.062 -0300,1901875.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,23.86,Ton,50668722001916,Proactiva Meio Ambiente Brasil LTDA,Destinador/Transportador/Gerador,Biguaçu,SC,,,,,,2022
153791,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-03-28 11:50:32.062 -0300,1901874.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,2229.23,Ton,50668722001916,Proactiva Meio Ambiente Brasil LTDA,Destinador/Transportador/Gerador,Biguaçu,SC,,,,,,2022
153791,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-03-28 11:50:32.062 -0300,1901873.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,5576.66,Ton,50668722001916,Proactiva Meio Ambiente Brasil LTDA,Destinador/Transportador/Gerador,Biguaçu,SC,,,,,,2022
153791,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-03-28 11:50:32.062 -0300,1901872.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,29.47,Ton,50668722001916,Proactiva Meio Ambiente Brasil LTDA,Destinador/Transportador/Gerador,Biguaçu,SC,,,,,,2022
153791,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-03-28 11:50:32.062 -0300,1901871.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,18.65,Ton,50668722001916,Proactiva Meio Ambiente Brasil LTDA,Destinador/Transportador/Gerador,Biguaçu,SC,,,,,,2022
153791,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-03-28 11:50:32.062 -0300,1901870.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,903.88,Ton,50668722001916,Proactiva Meio Ambiente Brasil LTDA,Destinador/Transportador/Gerador,Biguaçu,SC,,,,,,2022
153791,DMR Mensal RSU,2022-02-01 00:00:00.000,2022-02-28 00:00:00.000,,2022-03-28 11:50:32.062 -0300,1901869.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,133.75,Ton,50668722001916,Proactiva Meio Ambiente Brasil LTDA,Destinador/Transportador/Gerador,Biguaçu,SC,,,,,,2022
171148,DMR Mensal RSU,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,,2022-10-06 11:32:25.747 -0300,2599969.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,11.29,Ton,83073536000164,Serrana Engenharia Ltda - Aterro Sanitário de Ibirama/SC,Destinador/Gerador,Ibirama,SC,,,,,,2022
171150,DMR Mensal RSU,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,,2022-10-06 11:37:20.604 -0300,2599976.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,21.74,Ton,83073536000164,VERSA ENGENHARIA AMBIENTAL LTDA - Aterro Sanitário de Lages/SC,Destinador/Gerador,Lages,SC,,,,,,2022
171150,DMR Mensal RSU,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,,2022-10-06 11:37:20.604 -0300,2599973.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,27.24,Ton,83073536000164,VERSA ENGENHARIA AMBIENTAL LTDA - Aterro Sanitário de Lages/SC,Destinador/Gerador,Lages,SC,,,,,,2022
171153,DMR Mensal RSU,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,,2022-10-06 13:21:24.027 -0300,2599991.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,136.91,Ton,83073536000164,Serrana Engenharia Ltda - Aterro Sanitário de Pescaria Brava/SC,Destinador/Gerador,Laguna,SC,,,,,,2022
171153,DMR Mensal RSU,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,,2022-10-06 13:21:24.027 -0300,2599990.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,190.8,Ton,83073536000164,Serrana Engenharia Ltda - Aterro Sanitário de Pescaria Brava/SC,Destinador/Gerador,Laguna,SC,,,,,,2022
171153,DMR Mensal RSU,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,,2022-10-06 13:21:24.027 -0300,2599989.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,56.8,Ton,83073536000164,Serrana Engenharia Ltda - Aterro Sanitário de Pescaria Brava/SC,Destinador/Gerador,Laguna,SC,,,,,,2022
171155,DMR Mensal RSU,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,,2022-10-06 13:34:57.383 -0300,2600017.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II A,Aterro,25.84,Ton,5666925000190,SELUMA - Serviço de Limpeza Urbana de Mafra,Destinador/Gerador,Mafra,SC,,,,,,2022
171308,DMR Mensal RSU,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,,2022-10-13 08:47:54.143 -0300,2600753.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Reciclagem,223.66,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
171308,DMR Mensal RSU,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,,2022-10-13 08:47:54.143 -0300,2600752.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Reciclagem,3.16,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
171308,DMR Mensal RSU,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,,2022-10-13 08:47:54.143 -0300,2600751.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Reciclagem,10.58,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
171308,DMR Mensal RSU,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,,2022-10-13 08:47:54.143 -0300,2600750.0,"200201-Resíduos de varrição,  limpeza de logradouros e vias públicas e outros serviços de limpeza urbana biodegradáveis",Classe II B,Reciclagem,7.38,Ton,239339000145,CRI - LTDA,Destinador/Transportador,Ipumirim,SC,,,,,,2022
